rxn00001	diphosphate phosphohydrolase
rxn20022	Protein-N(PI)-phosphohistidine-sugar phosphotransferase
rxn20023	D-Lactoyl-CoA dehydratase
rxn20024	oxidosqualene-lanosterol cyclase
rxn20025	oxidosqualene-lanosterol cyclase
rxn20026	LAUROYLACYLTRAN-RXN.p
rxn20027	LCARNCOALIG-RXN.c
rxn20028	ferric leghemoglobin reductase
rxn20029	leucine-tRNA synthetase
rxn20030	leucyltransferase
rxn20032	RXN-9068.c
rxn20033	sucrose:2,6-beta-D-fructan 6-beta-D-fructosyltransferase
rxn20035	RXN-9068.e
rxn20036	LINA1-RXN.p
rxn20037	LINA2-RXN.p
rxn20038	3,7-dimethylocta-1,6-dien-3-ol,hydrogen-donor:oxygen oxidoreductase (8-hydroxylating)
rxn20039	uridine diphosphoglucose-ketone glucosyltransferase
rxn20040	LINB1-RXN.p
rxn20041	LINB2-RXN.p
rxn20042	LINC-RXN.c
rxn20043	LIND-RXN.c
rxn20044	LINE-RXN.c
rxn20045	LINOLENOYL-RXN.c
rxn20046	UDP-2,3-diacylglucosamine pyrophosphatase
rxn20047	diacylglycerol lipase
rxn20048	RXN-12086.c
rxn20049	ATP:lombricine N-phosphotransferase
rxn20050	palmitoyl-coenzyme A dehydrogenase
rxn20051	long-chain-alcohol dehydrogenase
rxn20052	long-chain fatty alcohol oxidase
rxn20053	long-chain-aldehyde:NAD+ oxidoreductase
rxn20054	acyl coenzyme A reductase
rxn20056	LYSACET-RXN.c
rxn20057	lysine decarboxylase
rxn20058	lysine-tRNA synthetase
rxn20059	LysDH
rxn20060	lysine N-acetyltransferase
rxn20061	bradykinin-decomposing enzyme
rxn20062	lysolecithin migratase
rxn20063	lysophopholipase L2
rxn20064	lysophopholipase L2
rxn20065	L-lysyl-tRNA:phosphatidylglycerol 3-O-lysyltransferase
rxn20066	LYXISOM-RXN.c
rxn20067	m-cresol-methylcatechol
rxn20068	malic dehydrogenase
rxn20069	FAD-dependent malate dehydrogenase
rxn20112	FAD-dependent malate dehydrogenase
rxn20158	malic dehydrogenase (nicotinamide adenine dinucleotide phosphate)
rxn20159	maleylacetate reductase
rxn20160	3-oxopropanoate:NAD(P)+ oxidoreductase
rxn20161	malate oxidase
rxn20162	malate synthase
rxn20163	MALTDEG-RXN.c
rxn20164	MALTET-RXN.c
rxn20165	MALTODEG-RXN.c
rxn20166	maltose:phosphate 1-beta-D-glucosyltransferase
rxn20167	mandelate 4-monooxygenase
rxn20168	(S)-mandelate dehydrogenase
rxn20169	(S)-mandelate dehydrogenase
rxn20170	(R)-mandelonitrile lyase
rxn20171	Mn(II):hydrogen-peroxide oxidoreductase
rxn20172	mannitol-1-phosphate phosphatase
rxn20173	D-mannitol:NADP+ 2-oxidoreductase
rxn20174	D-mannitol dehydrogenase
rxn20175	D-mannitol:ferricytochrome-c 2-oxidoreductase
rxn20176	mannokinase
rxn20177	mannokinase
rxn20178	D-mannonate:NAD oxidoreductase
rxn20179	mannose-6-phosphate reductase
rxn20180	D-mannose isomerase
rxn20181	D-mannitol-1-phosphate:NAD+ 5-oxidoreductase
rxn20182	mannonate dehydrogenase (NAD(P)+)
rxn20183	MBCOA-DHLIPOAMIDE-RXN.c
rxn20184	MCHMBARK-RXN.c
rxn20185	protein-glutamate methylesterase
rxn20186	MENCYT-RXN.c
rxn20187	MERMBARK-RXN.c
rxn20189	methane hydroxylase
rxn20190	Methanol oxidase
rxn20191	METHCOCLTH-RXN.c
rxn20192	methylene-H4MPT reductase
rxn20194	methionine-tRNA ligase
rxn20195	methionyl-transfer RNA transformylase
rxn20196	METHTRANSBARK-RXN.c
rxn20197	2-methylacetoacetyl-CoA thiolase
rxn20198	Methylacrylyl-CoA hydratase
rxn20199	Methylacrylyl-CoA hydratase
rxn20200	N-methyl-L-glutamate:acceptor oxidoreductase (demethylating)
rxn20201	N-methyl-L-glutamate:acceptor oxidoreductase (demethylating)
rxn20202	(R)-methylmalonyl-CoA CoA-carbonylmutase
rxn20203	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
rxn20204	mevalonate kinase
rxn20205	MOFECP-RXN.c
rxn20206	acetyl-CoA:monoterpenol O-acetyltransferase
rxn20207	bornyl pyrophosphate hydrolase
rxn20208	(-)-bornyl diphosphate hydrolase
rxn20209	(-)-alpha-terpineol synthase
rxn20210	reductase, naloxone
rxn20211	MOXXANAU-RXN.c
rxn20212	S-adenosyl-L-methionine:mRNA (guanine-7-N-)-methyltransferase
rxn20213	mRNA capping enzyme
rxn20214	MTDMBARK-RXN.c
rxn20216	MTRMBARK-RXN.c
rxn20217	MTRMBARK-RXN.e
rxn20218	mycocerosic acid synthase
rxn20219	inositol-3-phosphate synthase
rxn20220	myo-inositol:NAD+ oxidoreductase
rxn20221	inositol oxygenase
rxn20222	2,4,6/3,5-pentahydroxycyclohexanone hydro-lyase (3,5/4-trihydroxycyclohexa-1,2-dione-forming)
rxn20223	MYRISTOYLACYLTRAN-RXN.c
rxn20224	MYRISTOYLACYLTRAN-RXN.p
rxn20225	MYRPALMTRAN-RXN.c
rxn20226	MYRPALMTRAN-RXN.p
rxn20227	N-acetyl-D-glucosaminyl N-deacetylase
rxn20228	N-acetylhexosamine dehydrogenase
rxn20229	N-Acetylneuraminate monooxygenase
rxn20230	N-acetylneuraminate pyruvate-lyase (pyruvate-phosphorylating)
rxn20231	acylglucosamine 2-epimerase
rxn20232	N-acetyl-D-mannosamine dehydrogenase
rxn20233	N-acyl-D-mannosamine kinase
rxn20234	N-acylneuraminate-9-phosphatase
rxn20235	beta-citryl-L-glutamate hydrolase
rxn20236	N-methyl-L-amino-acid oxidase
rxn20237	2-desoxy-D-glucoside-2-sulphamate sulphohydrolase (sulphamate sulphohydrolase)
rxn20238	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase
rxn20239	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase
rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase
rxn20247	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase
rxn20249	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase
rxn20254	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase
rxn20262	NADH dehydrogenase (quinone)
rxn20263	NADase
rxn20264	NAD(P)+ nucleosidase
rxn20265	cytochrome c2 reductase (reduced nicotinamide adinine dinucleotide phosphate, NADPH)
rxn20266	NADPH-ferrihemoprotein reductase
rxn20267	NADPH-ferrihemoprotein reductase
rxn20268	NADPH2 diaphorase
rxn20269	NADP pyrophosphatase
rxn20272	NANK-RXN.c
rxn20273	nicotinate:cytochrome 6-oxidoreductase (hydroxylating)
rxn20274	nicotinate:cytochrome 6-oxidoreductase (hydroxylating)
rxn20275	uridine diphosphoglucose-nicotinate N-glucosyltransferase
rxn20276	nicotine dehydrogenase
rxn20277	respiratory nitrate reductase
rxn20278	respiratory nitrate reductase
rxn20279	assimilatory nitrate reductase
rxn20280	respiratory nitrate reductase
rxn20281	respiratory nitrate reductase
rxn20282	nitrogen oxide reductase
rxn20283	nitrogen oxide reductase
rxn20284	L-NHase
rxn20285	3-cyanopyridine hydratase
rxn20286	hydroxylamine (acceptor) reductase
rxn20287	nitrite reductase [NAD(P)H]
rxn20288	reduced flavodoxin:dinitrogen oxidoreductase (ATP-hydrolysing)
rxn20289	nitrogenase
rxn20290	NONENAL-RXN.c
rxn20291	quinone reductase
rxn20367	quinone reductase
rxn20458	nucleoside diphosphokinase
rxn20459	nucleoside diphosphokinase
rxn20461	UDPKIN-RXN.n
rxn20462	NDPase
rxn20463	NMP-kinase
rxn20464	nonspecific nucleoside phosphotransferase
rxn20465	nucleoside triphosphate phosphohydrolase
rxn20466	nucleotide phosphohydrolase
rxn20467	nucleotide pyrophosphatase
rxn20468	nucleotide diphosphokinase
rxn20469	2-aminophenol:O2 oxidoreductase
rxn20470	methylphenol monooxygenase
rxn20471	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)
rxn20472	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
rxn20473	L-3-hydroxyacyl coenzyme A dehydrogenase
rxn20474	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA), peroxisomal
rxn20475	3-hydroxyacyl-CoA dehydrogenase
rxn20476	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal
rxn20478	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA), peroxisomal
rxn20479	3-hydroxyacyl-CoA dehydrogenase
rxn20480	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA), peroxisomal
rxn20481	3-hydroxyacyl-CoA dehydrogenase
rxn20482	4-hydroxybenzoyl-CoA reductase (dehydroxylating)
rxn20483	3-hydroxybutyryl-CoA epimerase
rxn20486	3-hydroxybutyryl-CoA epimerase
rxn20490	uroporphyrinogen I synthetase
rxn20491	oligogalacturonide lyase
rxn20492	omega-amidodicarboxylate amidohydrolase
rxn20493	ornithine carbamoyltransferase
rxn20494	ornithine delta-transaminase
rxn20495	L-ornithine ammonia-lyase (cyclizing, L-proline-forming)
rxn20496	Ornithine--oxo-glutarate aminotransferase
rxn20497	oximase
rxn20498	aminodeoxychorismate synthase
rxn20499	aminodeoxychorismate synthase
rxn20500	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase
rxn20501	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase
rxn20502	palmitoyl-CoA deacylase
rxn20503	palmitoyl-CoA deacylase
rxn20504	pantothenylcysteine decarboxylase
rxn20505	pectase
rxn20506	PELUDP-RXN.c
rxn20507	ampicillin acylase
rxn20508	phosphate:oxaloacetate carboxy-lyase (phosphorylating)
rxn20509	phosphoenol transphosphorylase
rxn20510	protein N-terminal acetyltransferase
rxn20511	peptide-aspartate beta-dioxygenase
rxn20512	peptide-tryptophan 2,3-dioxygenase
rxn20513	peptidyl-L-glutamine amidohydrolase
rxn20514	peptidyl-glycinamidase
rxn20515	HGAD
rxn20516	peptidylglycine 2-hydroxylase
rxn20517	PPIase
rxn20518	ribosomal peptidyltransferase
rxn20519	perillyl-alcohol dehydrogenase
rxn20520	extensin peroxidase
rxn20521	extensin peroxidase
rxn20522	glucose-6-phosphate isomerase
rxn20523	3-phosphoglyceric acid dehydrogenase
rxn20524	phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase
rxn20525	phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase
rxn20526	phosphatidylglycerol phosphatase
rxn20527	RXN-13313.c
rxn20528	phosphatidylglycerol phosphatase
rxn20529	phosphatidylglycerol phosphatase
rxn20530	phosphatidylglycerol phosphatase
rxn20531	PHENACEOX-RXN.c
rxn20532	PHENACEOX-RXN.e
rxn20533	phenylacetaldehyde:NAD+ oxidoreductase
rxn20534	PHENGLYOXRED-RXN.c
rxn20535	UDP-glucose glucosyltransferase (ambiguous)
rxn20536	phenol kinase
rxn20537	phenylalanyl-tRNA ligase
rxn20538	phenylalanine 4-hydroxylase
rxn20539	phenylpyruvate decarboxylase
rxn20540	phenylserine aldolase
rxn20541	phosphate acetyltransferase
rxn20542	lecithinase D
rxn20543	lecithinase D
rxn20544	3-PGK
rxn20545	IDH-K/P
rxn20546	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase
rxn20547	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20551	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20553	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20555	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20557	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20559	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20563	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20565	3-phosphatidyl-1'-glycerol-3'-phosphate synthase
rxn20567	phosphatidylserine decarboxylase
rxn20568	phosphatidylserine decarboxylase
rxn20569	CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase
rxn20570	CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase
rxn20571	phosphatidate phosphatase
rxn20572	phosphatidate phosphatase
rxn20573	phosphatidate phosphatase
rxn20574	phosphatidate phosphatase
rxn20575	1-acyl-2-oleoyl-sn-glycero-3-phosphocholine,NADH:oxygen oxidoreductase (12-hydroxylating)
rxn20576	oleate desaturase
rxn20577	inositol-polyphosphate 3-phosphatase
rxn20578	inositol-polyphosphate 3-phosphatase
rxn20579	inositol-polyphosphate 3-phosphatase
rxn20580	IP3 phosphatase
rxn20581	IP3 phosphatase
rxn20582	phospholipase A2
rxn20583	phosphoglucose mutase
rxn20584	phosphatidylcholine 1-acylhydrolase
rxn20585	RXN-12430.c
rxn20586	phosphatidylcholine 1-acylhydrolase
rxn20587	phosphatidylcholine 1-acylhydrolase
rxn20588	phospholipase A
rxn20589	phospholipase A
rxn20590	Clostridium oedematiens beta- and gamma-toxins
rxn20591	Clostridium oedematiens beta- and gamma-toxins
rxn20592	ATP:(R)-5-phosphomevalonate phosphotransferase
rxn20593	type 1 protein phosphatase
rxn20594	alkylacylglycerophosphoethanolamine desaturase
rxn20595	plastoquinol-plastocyanin reductase
rxn20596	plastoquinol-plastocyanin reductase
rxn20597	purine-nucleoside phosphorylase
rxn20599	Polyamine oxidase
rxn20600	Polyamine oxidase
rxn20601	polynucleotide 3'-phosphatase
rxn20602	5'-hydroxyl RNA kinase
rxn20603	polynucleotide 5'-phosphohydrolase
rxn20604	polysialic-acid O-acetyltransferase
rxn20605	dehydrogenase, polyvinyl alcohol
rxn20606	PRDABST-RXN.c
rxn20607	prenylphosphatase
rxn20608	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide ketol-isomerase
rxn20609	hydroxylysine galactosyltransferase
rxn20610	UDP-glucose:(2S,5R)-5-O-(beta-D-galactosyl)-5-hydroxy-L-lysine-[procollagen] D-glucosyltransferase
rxn20611	collagen lysine hydroxylase
rxn20612	glutaredoxin reductase (glutathione)
rxn20613	protein-disulfide reductase (glutathione)
rxn20614	progesterone 11alpha-monooxygenase
rxn20615	progesterone hydroxylase
rxn20616	prolyl-s-RNA synthetase
rxn20617	PROLINE-MULTI.c
rxn20618	PROPCOASYN-RXN.c
rxn20619	propionyl-CoA carboxylase
rxn20620	prostaglandin synthase
rxn20621	protein-L-arginine iminohydrolase
rxn20622	protein-L-lysine:oxygen 6-oxidoreductase (deaminating)
rxn20623	phosphoprotein phosphatase (phosphotyrosine)
rxn20624	3'-phosphoadenylyl-sulfate:protein-tyrosine O-sulfotransferase
rxn20625	3'-phosphoadenylyl-sulfate:protein-tyrosine O-sulfotransferase
rxn20626	heme synthase
rxn20627	protoporphyrinogen oxidase
rxn20628	prunasin beta-glucosidase
rxn20629	phosphoserine phosphatase
rxn20630	3PHP transaminase
rxn20631	3PHP transaminase
rxn20632	H2O:plastoquinone reductase (light-dependent)
rxn20633	H2O:plastoquinone reductase (light-dependent)
rxn20634	pteridine oxidase
rxn20635	purine imidazole-ring cyclase
rxn20636	purine nucleosidase
rxn20637	putrescine:oxygen oxidoreductase (deaminating)
rxn20638	putrescine:oxygen oxidoreductase (deaminating)
rxn20639	pyruvate:flavodoxin oxidoreductase
rxn20640	PYRAZIN-RXN.c
rxn20641	pyridoxol 5-dehydrogenase
rxn20642	Py-NPase
rxn20643	thiC (gene name)
rxn20644	thiC (gene name)
rxn20645	pyrogallol 1,2-dioxygenase
rxn20646	pyrroline-2-carboxylate reductase
rxn20649	1-pyrroline-5-carboxylate dehydrogenase
rxn20650	proline oxidase
rxn20651	pyruvate oxidoreductase
rxn20652	2-oxo-acid carboxy-lyase (aldehyde-forming)
rxn20653	2-oxo-acid carboxy-lyase (aldehyde-forming)
rxn20654	pyruvate kinase phosphatase
rxn20655	PPDK
rxn20656	PYRUVDEH-RXN.d
rxn20657	NADPH2:quinone reductase
rxn20658	flavonol 2,4-oxygenase
rxn20659	quercitrin 3-L-rhamnohydrolase
rxn20660	Q-insertase
rxn20661	quinolinate synthase
rxn20662	QUINOLINATE-SYNTHE-MULTI-RXN.c
rxn20663	nicotinate mononucleotide pyrophosphorylase (carboxylating)
rxn20664	R108-RXN.c
rxn20665	R125-RXN.c
rxn20666	R129-RXN.c
rxn20667	R130-RXN.c
rxn20668	L-methionine:2-oxo-acid aminotransferase
rxn20669	Nicotine dehydrogenase
rxn20670	R162-RXN.c
rxn20671	R164-RXN.c
rxn20672	(S)-ureidoglycolate:NAD(P)+ oxidoreductase
rxn20673	sulfide:quinone oxidoreductase
rxn20674	sulfide:quinone oxidoreductase
rxn20675	R170-RXN.c
rxn20676	R170-RXN.p
rxn20677	R186-RXN.c
rxn20678	R201-RXN.c
rxn20679	R202-RXN.c
rxn20680	R203-RXN.c
rxn20681	R204-RXN.c
rxn20682	R221-RXN.c
rxn20683	R221-RXN.p
rxn20684	R225-RXN.c
rxn20685	R23-RXN.c
rxn20686	R233-RXN.c
rxn20687	R234-RXN.c
rxn20688	R241-RXN.c
rxn20689	R242-RXN.c
rxn20690	R243-RXN.c
rxn20691	RXN-2002.c
rxn20692	R244-RXN.c
rxn20693	R246-RXN.c
rxn20694	nitrate reductase (cytochrome c)
rxn20695	nitrate reductase (cytochrome c)
rxn20696	nitrate reductase (cytochrome c)
rxn20697	R261-RXN.c
rxn20698	R262-RXN.c
rxn20701	R265-RXN.c
rxn20702	R281-RXN.c
rxn20703	R282-RXN.c
rxn20704	R303-RXN.c
rxn20705	R304-RXN.c
rxn20706	R305-RXN.c
rxn20707	R306-RXN.c
rxn20708	R307-RXN.c
rxn20709	R312-RXN.c
rxn20710	CbiZ
rxn20711	R361-RXN.c
rxn20712	R362-RXN.c
rxn20713	R363-RXN.c
rxn20714	R364-RXN.c
rxn20717	R365-RXN.c
rxn20718	R381-RXN.c
rxn20719	R4-RXN.c
rxn20720	R421-RXN.c
rxn20721	5-hydroxyadamantan-2-one monooxygenase
rxn20722	adamantanone monooxygenase
rxn20723	R424-RXN.c
rxn20724	R425-RXN.c
rxn20725	R461-RXN.c
rxn20726	R462-RXN.c
rxn20727	s-triazine hydrolase
rxn20728	R466-RXN.c
rxn20729	R501-RXN.c
rxn20731	N-methylproline demethylase
rxn20733	R521-RXN.c
rxn20734	R525-RXN.c
rxn20735	R526-RXN.c
rxn20736	R527-RXN.c
rxn20737	d-camphor monooxygenase
rxn20738	5-exo-hydroxycamphor dehydrogenase
rxn20739	R543-RXN.c
rxn20740	R544-RXN.c
rxn20741	(4,5,5-trimethyl-2-oxocyclopent-3-enyl)acetyl-CoA synthase
rxn20742	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase
rxn20743	R547-RXN.c
rxn20744	(Aceto)phenylmercury lyase
rxn20745	FRD
rxn20754	FRD
rxn20765	R602-RXN.c
rxn20766	R603-RXN.c
rxn20768	R608-RXN.c
rxn20769	nitric oxide,NAD(P)H:oxygen oxidoreductase
rxn20770	REDUCEDFAD-RXN.c
rxn20771	REDUCEDFE-S-RXN.c
rxn20772	berberine bridge enzyme
rxn20773	retinene oxidase
rxn20774	retinene reductase
rxn20775	retinol O-fatty-acyltransferase
rxn20776	retinyl palmitate hydrolyase
rxn20777	rhamnose isomerase
rxn20778	D-ribitol-5-phosphate:NAD(P)+ 2-oxidoreductase
rxn20779	riboflavin kinase
rxn20780	deoxyribokinase
rxn20781	ribonucleoside-diphosphate reductase
rxn20782	RIBONUCLEOSIDE-DIP-REDUCTII-RXN.c
rxn20783	RIBONUCLEOSIDE-TRIP-REDUCT-RXN.c
rxn20784	D-ribose dehydrogenase (NADP+)
rxn20785	D-ribose ketol-isomerase
rxn20786	pyrimidine nucleosidase
rxn20787	L-ribulokinase
rxn20788	ribulose diphosphate carboxylase/oxygenase
rxn20789	RNA-3'-phosphate:RNA ligase (cyclizing, AMP-forming)
rxn20790	RNA ligase
rxn20791	[RNA-polymerase]-subunit kinase
rxn20792	RNTRACTIV-RXN.c
rxn20793	NADH: rubredoxin oxidoreductase
rxn20794	NAD(P)+-rubredoxin oxidoreductase
rxn20795	RXN-10.c
rxn20796	RXN-10.d
rxn20797	RXN-10000.c
rxn20798	Cj1312
rxn20799	phosphoenolpyruvate:2,4-bis(acetylamino)-2,4,6-trideoxy-beta-L-altropyranose transferase (phosphate-hydrolysing, 2,7-acetylamino-transfering, 2-carboxy-2-oxoethyl-forming)
rxn20800	RXN-10009.c
rxn20801	RXN-10010.c
rxn20802	RXN-10011.c
rxn20803	RXN-10012.c
rxn20804	RXN-10013.c
rxn20805	RXN-10014.c
rxn20806	RXN-10015.c
rxn20807	RXN-10016.c
rxn20808	RXN-10017.c
rxn20809	RXN-10018.c
rxn20810	RXN-10019.c
rxn20811	Acyl-homoserine-lactone synthase
rxn20812	Acyl-homoserine-lactone synthase
rxn20813	Acyl-homoserine-lactone synthase
rxn20814	Acyl-homoserine-lactone synthase
rxn20815	RXN-10028.c
rxn20816	RXN-10029.c
rxn20817	hygromycin B 4-O-kinase
rxn20818	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate dehydrogenase (cyclyzing)
rxn20819	RXN-10033.c
rxn20820	ADP-ribose 1''-phosphate phosphohydrolase
rxn20821	SHIP2
rxn20822	SHIP2
rxn20823	PSTK
rxn20824	SLA/LP
rxn20825	Acyl-homoserine-lactone acylase
rxn20826	Acyl-homoserine-lactone acylase
rxn20827	6-deoxy-5-ketofructose 1-phosphate synthase
rxn20828	RXN-10054.c
rxn20829	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase
rxn20830	RXN-10059.c
rxn20831	RXN-10060.c
rxn20832	3-hydroxycerotyl-[acp] dehydrase
rxn20833	trans-hexacos-2-enoyl-[acp] reductase
rxn20834	GTP cyclohydrolase IV
rxn20835	methylglyoxal reductase (F420-dependent)
rxn20837	hydroxyacetone synthase
rxn20838	phosphomevalonate decarboxylase
rxn20839	isopentenyl phosphate kinase
rxn20840	RXN-10074.c
rxn20841	RXN-10076.c
rxn20842	RXN-10077.c
rxn20843	5-methylsalicylate hydroxylase
rxn20844	RXN-10085.c
rxn20845	RXN-10086.c
rxn20846	RXN-10087.c
rxn20847	RXN-10088.c
rxn20848	RXN-10090.c
rxn20849	RXN-10091.c
rxn20850	RXN-10092.c
rxn20851	RXN-10093.c
rxn20852	RXN-10094.c
rxn20853	RXN-10095.c
rxn20854	RXN-10097.c
rxn20855	RXN-10098.c
rxn20856	RXN-10102.c
rxn20857	RXN-10103.c
rxn20858	RXN-10104.c
rxn20859	RXN-10105.c
rxn20860	RXN-10108.c
rxn20861	RXN-10109.c
rxn20862	RXN-10111.c
rxn20863	RXN-10112.c
rxn20864	RXN-10113.c
rxn20865	RXN-10114.c
rxn20866	RXN-10115.c
rxn20867	RXN-10116.c
rxn20868	RXN-10119.c
rxn20869	RXN-10120.c
rxn20870	RXN-10121.c
rxn20871	RXN-10123.c
rxn20872	RXN-10124.c
rxn20873	RXN-10127.c
rxn20874	RXN-10128.c
rxn20875	RXN-10129.c
rxn20876	RXN-10131.c
rxn20877	RXN-10132.c
rxn20878	2,4,5-trichlorophenol monooxygenase
rxn20879	2,5-dichloro-p-quinol monooxygenase
rxn20880	RXN-10138.c
rxn20881	RXN-10139.c
rxn20882	RXN-1021.c
rxn20883	RXN-1022.c
rxn20884	RXN-1022.r
rxn20885	RXN-1023.c
rxn20886	RXN-10244.c
rxn20887	RXN-10245.c
rxn20888	2-oxopent-5-chloro-3-enoate decarboxylase
rxn20889	RXN-1025.c
rxn20890	fatty acid elongation
rxn20891	2-oxo-5-chloro-4-pentenoate hydratase
rxn20892	RXN-10382.c
rxn20893	RXN-10419.c
rxn20894	RXN-10420.c
rxn20895	RXN-10421.c
rxn20896	RXN-10422.c
rxn20897	RXN-10423.c
rxn20898	RXN-10424.c
rxn20899	RXN-10425.c
rxn20900	RXN-10426.c
rxn20901	RXN-10427.c
rxn20902	RXN-10428.c
rxn20903	RXN-10429.c
rxn20904	RXN-10430.c
rxn20905	RXN-10431.c
rxn20906	RXN-10432.c
rxn20907	RXN-10433.c
rxn20908	RXN-10434.c
rxn20909	RXN-10435.c
rxn20910	RXN-10435.v
rxn20911	RXN-10436.c
rxn20912	RXN-10437.c
rxn20913	RXN-10438.c
rxn20914	RXN-10439.c
rxn20915	(E,E)-geranyllinalool synthase
rxn20916	RXN-10442.c
rxn20917	RXN-10443.c
rxn20918	RXN-10444.c
rxn20919	salicylate 5-hydroxylase
rxn20920	maleylpyruvate hydrolase
rxn20921	RXN-10448.c
rxn20922	RXN-10449.c
rxn20923	RXN-10450.c
rxn20924	RXN-10451.c
rxn20925	RXN-10452.c
rxn20926	RXN-10453.c
rxn20927	RXN-10454.c
rxn20928	RXN-10455.c
rxn20929	RXN-10455.v
rxn20930	RXN-10456.c
rxn20931	RXN-10457.c
rxn20932	RXN-10459.c
rxn20933	RXN-10460.c
rxn20934	acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase
rxn20935	acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase
rxn20936	RXN-10464.c
rxn20937	RXN-10464.x
rxn20938	RXN-10465.c
rxn20939	RXN-10465.e
rxn20940	RXN-10468.c
rxn20941	RXN-10468.v
rxn20942	RXN-10469.c
rxn20943	RXN-10469.v
rxn20944	RXN-10470.c
rxn20945	RXN-10470.v
rxn20946	RXN-10471.c
rxn20947	RXN-10471.v
rxn20948	RXN-10474.c
rxn20949	RXN-10474.l
rxn20950	RXN-10477.c
rxn20951	RXN-10477.l
rxn20952	RXN-10568.c
rxn20953	RXN-10597.c
rxn20954	(-)-beta-curcumene synthase
